fecha_corte,fecha_mes,producto_id,almacen_id,stock_unidades,stock_valorizado,stock_seguridad,stock_maximo,sobrestock_unidades,sobrestock_valorizado,estado_stock
2023-08-31,2023-08-01,PROD005,ALM02,4182.95,113357.95,1190.41,6164.62,0,0.0,Normal
2023-08-31,2023-08-01,PROD005,ALM03,4543.23,123121.53,1292.94,6695.58,0,0.0,Normal
2023-08-31,2023-08-01,PROD005,ALM04,6258.9,169616.19,1781.19,9224.04,0,0.0,Normal
2023-08-31,2023-08-01,PROD005,ALM05,6130.65,166140.61,1744.7,9035.04,0,0.0,Normal
2023-08-31,2023-08-01,PROD006,ALM01,8658.37,168838.22,2057.26,10653.66,0,0.0,Normal
2023-08-31,2023-08-01,PROD006,ALM02,9265.06,180668.67,2201.41,11400.15,0,0.0,Normal
2023-08-31,2023-08-01,PROD006,ALM03,4394.13,85685.54,1044.06,5406.73,0,0.0,Normal
2023-08-31,2023-08-01,PROD006,ALM04,5172.79,100869.4,1229.07,6364.83,0,0.0,Normal
2023-08-31,2023-08-01,PROD006,ALM05,7695.53,150062.83,1828.48,9468.94,0,0.0,Normal
2023-08-31,2023-08-01,PROD007,ALM01,5439.18,134891.66,897.55,4648.0,791.18,19621.26,Sobrestock
2023-08-31,2023-08-01,PROD007,ALM02,4918.88,121988.22,811.69,4203.38,715.5,17744.4,Sobrestock
2023-08-31,2023-08-01,PROD007,ALM03,6894.98,170995.5,1137.77,5892.04,1002.94,24872.91,Sobrestock
2023-08-31,2023-08-01,PROD007,ALM04,5257.42,130384.02,867.55,4492.68,764.74,18965.55,Sobrestock
2023-08-31,2023-08-01,PROD007,ALM05,5093.37,126315.58,840.48,4352.49,740.88,18373.82,Sobrestock
2023-08-31,2023-08-01,PROD008,ALM01,10043.21,212916.05,1668.33,8639.55,1403.66,29757.59,Sobrestock
2023-08-31,2023-08-01,PROD008,ALM02,10462.85,221812.42,1738.04,9000.54,1462.31,31000.97,Sobrestock
2023-08-31,2023-08-01,PROD008,ALM03,9404.71,199379.85,1562.26,8090.29,1314.42,27865.7,Sobrestock
2023-08-31,2023-08-01,PROD008,ALM04,5984.3,126867.16,994.08,5147.93,836.37,17731.04,Sobrestock
2023-08-31,2023-08-01,PROD008,ALM05,6331.85,134235.22,1051.81,5446.89,884.96,18761.15,Sobrestock
2023-08-31,2023-08-01,PROD009,ALM01,1136.4,280690.8,427.01,2211.3,0,0.0,Normal
2023-08-31,2023-08-01,PROD009,ALM02,783.95,193635.65,294.57,1525.47,0,0.0,Normal
2023-08-31,2023-08-01,PROD009,ALM03,1410.33,348351.51,529.94,2744.34,0,0.0,Normal
2023-08-31,2023-08-01,PROD009,ALM04,1492.8,368721.6,560.93,2904.81,0,0.0,Normal
2023-08-31,2023-08-01,PROD009,ALM05,1575.56,389163.32,592.03,3065.85,0,0.0,Normal
2023-08-31,2023-08-01,PROD010,ALM01,1340.14,314932.9,581.25,3010.03,0,0.0,Normal
2023-08-31,2023-08-01,PROD010,ALM02,661.2,155382.0,286.78,1485.1,0,0.0,Normal
2023-08-31,2023-08-01,PROD010,ALM03,1319.54,310091.9,572.31,2963.76,0,0.0,Normal
2023-08-31,2023-08-01,PROD010,ALM04,1458.95,342853.25,632.78,3276.89,0,0.0,Normal
2023-08-31,2023-08-01,PROD010,ALM05,1259.44,295968.4,546.25,2828.78,0,0.0,Normal
2023-08-31,2023-08-01,PROD011,ALM01,833.79,237630.15,267.03,1382.84,0,0.0,Normal
2023-08-31,2023-08-01,PROD011,ALM02,1093.65,311690.25,350.25,1813.82,0,0.0,Normal
2023-08-31,2023-08-01,PROD011,ALM03,1000.2,285057.0,320.33,1658.83,0,0.0,Normal
2023-08-31,2023-08-01,PROD011,ALM04,926.22,263972.7,296.63,1536.14,0,0.0,Normal
2023-08-31,2023-08-01,PROD011,ALM05,741.49,211324.65,237.47,1229.77,0,0.0,Normal
2023-08-31,2023-08-01,PROD012,ALM01,1258.67,382635.68,213.34,1104.78,153.89,46782.56,Sobrestock
2023-08-31,2023-08-01,PROD012,ALM02,861.43,261874.72,146.01,756.1,105.33,32020.32,Sobrestock
2023-08-31,2023-08-01,PROD012,ALM03,1014.98,308553.92,172.03,890.88,124.1,37726.4,Sobrestock
2023-08-31,2023-08-01,PROD012,ALM04,939.65,285653.6,159.26,824.76,114.89,34926.56,Sobrestock
2023-08-31,2023-08-01,PROD012,ALM05,977.84,297263.36,165.74,858.28,119.56,36346.24,Sobrestock
2023-08-31,2023-08-01,PROD013,ALM01,372.4,66287.2,137.5,712.05,0,0.0,Normal
2023-08-31,2023-08-01,PROD013,ALM02,362.33,64494.74,133.78,692.79,0,0.0,Normal
2023-08-31,2023-08-01,PROD013,ALM03,334.72,59580.16,123.58,639.98,0,0.0,Normal
2023-08-31,2023-08-01,PROD013,ALM04,514.9,91652.2,190.11,984.51,0,0.0,Normal
2023-08-31,2023-08-01,PROD013,ALM05,322.38,57383.64,119.03,616.39,0,0.0,Normal
2023-08-31,2023-08-01,PROD014,ALM01,942.13,187483.87,148.71,770.08,172.05,34237.95,Sobrestock
2023-08-31,2023-08-01,PROD014,ALM02,1100.96,219091.04,173.78,899.91,201.05,40008.95,Sobrestock
2023-08-31,2023-08-01,PROD014,ALM03,1013.42,201670.58,159.96,828.36,185.06,36826.94,Sobrestock
2023-08-31,2023-08-01,PROD014,ALM04,614.35,122255.65,96.97,502.16,112.19,22325.81,Sobrestock
2023-08-31,2023-08-01,PROD014,ALM05,675.85,134494.15,106.68,552.43,123.42,24560.58,Sobrestock
2023-08-31,2023-08-01,PROD015,ALM01,826.4,188419.2,270.89,1402.84,0,0.0,Normal
2023-08-31,2023-08-01,PROD015,ALM02,821.16,187224.48,269.18,1393.94,0,0.0,Normal
2023-08-31,2023-08-01,PROD015,ALM03,502.71,114617.88,164.79,853.37,0,0.0,Normal
2023-08-31,2023-08-01,PROD015,ALM04,929.53,211932.84,304.7,1577.9,0,0.0,Normal
2023-08-31,2023-08-01,PROD015,ALM05,810.89,184882.92,265.81,1376.51,0,0.0,Normal
2023-08-31,2023-08-01,PROD016,ALM01,577.29,157022.88,120.17,622.3,0,0.0,Normal
2023-08-31,2023-08-01,PROD016,ALM02,580.58,157917.76,120.85,625.84,0,0.0,Normal
2023-08-31,2023-08-01,PROD016,ALM03,431.85,117463.2,89.89,465.52,0,0.0,Normal
2023-08-31,2023-08-01,PROD016,ALM04,658.36,179073.92,137.04,709.69,0,0.0,Normal
2023-08-31,2023-08-01,PROD016,ALM05,447.64,121758.08,93.18,482.54,0,0.0,Normal
2023-08-31,2023-08-01,PROD017,ALM01,206.51,59061.86,38.55,199.64,6.87,1964.82,Sobrestock
2023-08-31,2023-08-01,PROD017,ALM02,214.25,61275.5,40.0,207.12,7.13,2039.18,Sobrestock
2023-08-31,2023-08-01,PROD017,ALM03,291.29,83308.94,54.38,281.6,9.69,2771.34,Sobrestock
2023-08-31,2023-08-01,PROD017,ALM04,369.95,105805.7,69.06,357.64,12.31,3520.66,Sobrestock
2023-08-31,2023-08-01,PROD017,ALM05,389.04,111265.44,72.62,376.09,12.95,3703.7,Sobrestock
2023-08-31,2023-08-01,PROD018,ALM01,237.57,84337.35,28.52,147.72,89.85,31896.75,Sobrestock
2023-08-31,2023-08-01,PROD018,ALM02,293.44,104171.2,35.23,182.45,110.99,39401.45,Sobrestock
2023-08-31,2023-08-01,PROD018,ALM03,242.64,86137.2,29.13,150.87,91.77,32578.35,Sobrestock
2023-08-31,2023-08-01,PROD018,ALM04,274.19,97337.45,32.92,170.48,103.71,36817.05,Sobrestock
2023-08-31,2023-08-01,PROD018,ALM05,341.07,121079.85,40.95,212.07,129.0,45795.0,Sobrestock
2023-08-31,2023-08-01,PROD019,ALM01,1092.98,33882.38,427.59,2214.29,0,0.0,Normal
2023-08-31,2023-08-01,PROD019,ALM02,962.53,29838.43,376.55,1950.0,0,0.0,Normal
2023-08-31,2023-08-01,PROD019,ALM03,1132.01,35092.31,442.86,2293.36,0,0.0,Normal
2023-08-31,2023-08-01,PROD019,ALM04,658.06,20399.86,257.44,1333.17,0,0.0,Normal
2023-08-31,2023-08-01,PROD019,ALM05,581.52,18027.12,227.5,1178.11,0,0.0,Normal
2023-08-31,2023-08-01,PROD020,ALM01,850.67,23818.76,287.03,1486.4,0,0.0,Normal
2023-08-31,2023-08-01,PROD020,ALM02,521.67,14606.76,176.02,911.52,0,0.0,Normal
2023-08-31,2023-08-01,PROD020,ALM03,786.31,22016.68,265.31,1373.92,0,0.0,Normal
2023-08-31,2023-08-01,PROD020,ALM04,762.48,21349.44,257.27,1332.29,0,0.0,Normal
2023-08-31,2023-08-01,PROD020,ALM05,870.61,24377.08,293.75,1521.23,0,0.0,Normal
2023-08-31,2023-08-01,PROD021,ALM01,813.12,33337.92,353.25,1829.35,0,0.0,Normal
2023-08-31,2023-08-01,PROD021,ALM02,796.38,32651.58,345.98,1791.69,0,0.0,Normal
2023-08-31,2023-08-01,PROD021,ALM03,593.08,24316.28,257.66,1334.3,0,0.0,Normal
2023-08-31,2023-08-01,PROD021,ALM04,498.73,20447.93,216.67,1122.04,0,0.0,Normal
2023-08-31,2023-08-01,PROD021,ALM05,714.83,29308.03,310.55,1608.21,0,0.0,Normal
2023-08-31,2023-08-01,PROD022,ALM01,606.09,23637.51,299.03,1548.53,0,0.0,Normal
2023-08-31,2023-08-01,PROD022,ALM02,595.66,23230.74,293.88,1521.89,0,0.0,Normal
2023-08-31,2023-08-01,PROD022,ALM03,688.41,26847.99,339.65,1758.88,0,0.0,Normal
2023-08-31,2023-08-01,PROD022,ALM04,501.49,19558.11,247.42,1281.29,0,0.0,Normal
2023-08-31,2023-08-01,PROD022,ALM05,565.71,22062.69,279.11,1445.37,0,0.0,Normal
2023-08-31,2023-08-01,PROD023,ALM01,907.19,30844.46,156.51,810.48,96.71,3288.14,Sobrestock
2023-08-31,2023-08-01,PROD023,ALM02,1144.04,38897.36,197.37,1022.07,121.97,4146.98,Sobrestock
2023-08-31,2023-08-01,PROD023,ALM03,766.23,26051.82,132.19,684.54,81.69,2777.46,Sobrestock
2023-08-31,2023-08-01,PROD023,ALM04,1298.15,44137.1,223.95,1159.75,138.4,4705.6,Sobrestock
2023-08-31,2023-08-01,PROD023,ALM05,1250.36,42512.24,215.71,1117.06,133.3,4532.2,Sobrestock
2023-08-31,2023-08-01,PROD024,ALM01,528.91,17454.03,91.42,473.42,55.49,1831.17,Sobrestock
2023-08-31,2023-08-01,PROD024,ALM02,766.32,25288.56,132.45,685.93,80.39,2652.87,Sobrestock
2023-08-31,2023-08-01,PROD024,ALM03,759.85,25075.05,131.34,680.13,79.72,2630.76,Sobrestock
2023-08-31,2023-08-01,PROD024,ALM04,888.74,29328.42,153.61,795.5,93.24,3076.92,Sobrestock
2023-08-31,2023-08-01,PROD024,ALM05,457.87,15109.71,79.14,409.84,48.03,1584.99,Sobrestock
2023-08-31,2023-08-01,PROD025,ALM01,62.93,1101.28,16.33,84.55,0,0.0,Normal
2023-08-31,2023-08-01,PROD025,ALM02,105.02,1837.85,27.25,141.11,0,0.0,Normal
2023-08-31,2023-08-01,PROD025,ALM03,90.93,1591.28,23.59,122.17,0,0.0,Normal
2023-08-31,2023-08-01,PROD025,ALM04,108.87,1905.23,28.25,146.28,0,0.0,Normal
2023-08-31,2023-08-01,PROD025,ALM05,101.0,1767.5,26.2,135.7,0,0.0,Normal
2023-08-31,2023-08-01,PROD026,ALM01,180.39,3968.58,45.73,236.81,0,0.0,Normal
2023-08-31,2023-08-01,PROD026,ALM02,242.19,5328.18,61.39,317.92,0,0.0,Normal
2023-08-31,2023-08-01,PROD026,ALM03,251.75,5538.5,63.82,330.48,0,0.0,Normal
2023-08-31,2023-08-01,PROD026,ALM04,188.01,4136.22,47.66,246.8,0,0.0,Normal
2023-08-31,2023-08-01,PROD026,ALM05,308.01,6776.22,78.08,404.33,0,0.0,Normal
2023-08-31,2023-08-01,PROD027,ALM01,195.17,5952.68,27.1,140.32,54.85,1672.92,Sobrestock
2023-08-31,2023-08-01,PROD027,ALM02,175.73,5359.76,24.4,126.34,49.39,1506.39,Sobrestock
2023-08-31,2023-08-01,PROD027,ALM03,209.07,6376.64,29.03,150.31,58.76,1792.18,Sobrestock
2023-08-31,2023-08-01,PROD027,ALM04,209.7,6395.85,29.11,150.76,58.94,1797.67,Sobrestock
2023-08-31,2023-08-01,PROD027,ALM05,153.15,4671.07,21.26,110.1,43.05,1313.02,Sobrestock
2023-08-31,2023-08-01,PROD028,ALM01,111.61,4017.96,15.07,78.02,33.59,1209.24,Sobrestock
2023-08-31,2023-08-01,PROD028,ALM02,106.68,3840.48,14.4,74.57,32.11,1155.96,Sobrestock
2023-08-31,2023-08-01,PROD028,ALM03,118.15,4253.4,15.95,82.59,35.56,1280.16,Sobrestock
2023-08-31,2023-08-01,PROD028,ALM04,132.86,4782.96,17.93,92.86,40.0,1440.0,Sobrestock
2023-08-31,2023-08-01,PROD028,ALM05,89.51,3222.36,12.08,62.57,26.94,969.84,Sobrestock
2023-08-31,2023-08-01,PROD029,ALM01,179.38,7713.34,21.16,109.56,69.82,3002.26,Sobrestock
2023-08-31,2023-08-01,PROD029,ALM02,191.76,8245.68,22.62,117.12,74.64,3209.52,Sobrestock
2023-08-31,2023-08-01,PROD029,ALM03,117.29,5043.47,13.83,71.64,45.65,1962.95,Sobrestock
2023-08-31,2023-08-01,PROD029,ALM04,215.2,9253.6,25.38,131.44,83.76,3601.68,Sobrestock
2023-08-31,2023-08-01,PROD029,ALM05,107.18,4608.74,12.64,65.46,41.72,1793.96,Sobrestock
2023-08-31,2023-08-01,PROD030,ALM01,69.38,2705.82,10.07,52.17,17.21,671.19,Sobrestock
2023-08-31,2023-08-01,PROD030,ALM02,80.51,3139.89,11.69,60.54,19.97,778.83,Sobrestock
2023-08-31,2023-08-01,PROD030,ALM03,90.71,3537.69,13.17,68.22,22.49,877.11,Sobrestock
2023-08-31,2023-08-01,PROD030,ALM04,55.47,2163.33,8.05,41.71,13.76,536.64,Sobrestock
2023-08-31,2023-08-01,PROD030,ALM05,50.17,1956.63,7.28,37.73,12.44,485.16,Sobrestock
2023-08-31,2023-08-01,PROD031,ALM01,28.01,2184.78,5,22.46,5.55,432.9,Sobrestock
2023-08-31,2023-08-01,PROD031,ALM02,32.04,2499.12,5,12.16,19.88,1550.64,Sobrestock
2023-08-31,2023-08-01,PROD031,ALM03,23.38,1823.64,5,18.74,4.64,361.92,Sobrestock
2023-08-31,2023-08-01,PROD031,ALM04,34.44,2686.32,5,23.59,10.85,846.3,Sobrestock
2023-08-31,2023-08-01,PROD031,ALM05,25.77,2010.06,5,20.66,5.11,398.58,Sobrestock
2023-08-31,2023-08-01,PROD032,ALM01,1243.54,44767.44,145.76,754.82,488.72,17593.92,Sobrestock
2023-08-31,2023-08-01,PROD032,ALM02,1664.57,59924.52,195.11,1010.38,654.19,23550.84,Sobrestock
2023-08-31,2023-08-01,PROD032,ALM03,1407.26,50661.36,164.95,854.19,553.07,19910.52,Sobrestock
2023-08-31,2023-08-01,PROD032,ALM04,1913.05,68869.8,224.23,1161.2,751.85,27066.6,Sobrestock
2023-08-31,2023-08-01,PROD032,ALM05,1791.49,64493.64,209.98,1087.42,704.07,25346.52,Sobrestock
2023-09-30,2023-09-01,PROD001,ALM01,20052.68,449180.03,4367.85,22619.23,0,0.0,Normal
2023-09-30,2023-09-01,PROD001,ALM02,24437.51,547400.22,5322.95,27565.27,0,0.0,Normal
2023-09-30,2023-09-01,PROD001,ALM03,22999.64,515191.94,5009.75,25943.36,0,0.0,Normal
2023-09-30,2023-09-01,PROD001,ALM04,21629.1,484491.84,4711.22,24397.41,0,0.0,Normal
2023-09-30,2023-09-01,PROD001,ALM05,22054.34,494017.22,4803.85,24877.07,0,0.0,Normal
2023-09-30,2023-09-01,PROD002,ALM01,9947.38,208894.98,4077.01,21113.11,0,0.0,Normal
2023-09-30,2023-09-01,PROD002,ALM02,11538.31,242304.51,4729.07,24489.83,0,0.0,Normal
2023-09-30,2023-09-01,PROD002,ALM03,6885.95,144604.95,2822.26,14615.29,0,0.0,Normal
2023-09-30,2023-09-01,PROD002,ALM04,9910.89,208128.69,4062.06,21035.68,0,0.0,Normal
2023-09-30,2023-09-01,PROD002,ALM05,3581.57,75212.97,4352.58,22540.15,0,0.0,Critico
2023-09-30,2023-09-01,PROD003,ALM01,2251.36,57859.95,1379.44,7143.54,0,0.0,Normal
2023-09-30,2023-09-01,PROD003,ALM02,1935.37,49739.01,1185.83,6140.89,0,0.0,Normal
2023-09-30,2023-09-01,PROD003,ALM03,3619.02,93008.81,2217.42,11483.09,0,0.0,Normal
2023-09-30,2023-09-01,PROD003,ALM04,3349.22,86074.95,2052.12,10627.04,0,0.0,Normal
2023-09-30,2023-09-01,PROD003,ALM05,3379.99,86865.74,2070.97,10724.68,0,0.0,Normal
2023-09-30,2023-09-01,PROD004,ALM01,8576.21,217835.73,2450.81,12691.7,0,0.0,Normal
2023-09-30,2023-09-01,PROD004,ALM02,6485.21,164724.33,1853.27,9597.28,0,0.0,Normal
2023-09-30,2023-09-01,PROD004,ALM03,4625.34,117483.64,1321.78,6844.92,0,0.0,Normal
2023-09-30,2023-09-01,PROD004,ALM04,5763.72,146398.49,1647.09,8529.58,0,0.0,Normal
2023-09-30,2023-09-01,PROD004,ALM05,5732.54,145606.52,1638.18,8483.43,0,0.0,Normal
2023-09-30,2023-09-01,PROD005,ALM01,3758.52,101855.89,1184.73,6135.2,0,0.0,Normal
2023-09-30,2023-09-01,PROD005,ALM02,3749.28,101605.49,1181.82,6120.13,0,0.0,Normal
2023-09-30,2023-09-01,PROD005,ALM03,4195.57,113699.95,1322.49,6848.63,0,0.0,Normal
2023-09-30,2023-09-01,PROD005,ALM04,4005.76,108556.1,1262.66,6538.8,0,0.0,Normal
2023-09-30,2023-09-01,PROD005,ALM05,4234.09,114743.84,1334.64,6911.5,0,0.0,Normal
2023-09-30,2023-09-01,PROD006,ALM01,3376.51,65841.95,1877.24,9721.45,0,0.0,Normal
2023-09-30,2023-09-01,PROD006,ALM02,2757.16,53764.62,1532.9,7938.25,0,0.0,Normal
2023-09-30,2023-09-01,PROD006,ALM03,1653.76,32248.32,919.45,4761.41,0,0.0,Normal
2023-09-30,2023-09-01,PROD006,ALM04,3266.89,63704.35,1816.3,9405.85,0,0.0,Normal
2023-09-30,2023-09-01,PROD006,ALM05,2514.08,49024.56,1397.76,7238.41,0,0.0,Normal
2023-09-30,2023-09-01,PROD007,ALM01,5868.68,145543.26,774.3,4009.78,1858.9,46100.72,Sobrestock
2023-09-30,2023-09-01,PROD007,ALM02,7597.61,188420.73,1002.41,5191.08,2406.53,59681.94,Sobrestock
2023-09-30,2023-09-01,PROD007,ALM03,5017.98,124445.9,662.06,3428.54,1589.44,39418.11,Sobrestock
2023-09-30,2023-09-01,PROD007,ALM04,5645.36,140004.93,744.84,3857.2,1788.16,44346.37,Sobrestock
2023-09-30,2023-09-01,PROD007,ALM05,5366.41,133086.97,708.03,3666.6,1699.81,42155.29,Sobrestock
2023-09-30,2023-09-01,PROD008,ALM01,4653.39,98651.87,1277.75,6616.92,0,0.0,Normal
2023-09-30,2023-09-01,PROD008,ALM02,4975.99,105490.99,1366.33,7075.65,0,0.0,Normal
2023-09-30,2023-09-01,PROD008,ALM03,5090.09,107909.91,1397.66,7237.88,0,0.0,Normal
2023-09-30,2023-09-01,PROD008,ALM04,4324.82,91686.18,1187.53,6149.71,0,0.0,Normal
2023-09-30,2023-09-01,PROD008,ALM05,3191.19,67653.23,876.25,4537.73,0,0.0,Normal
2023-09-30,2023-09-01,PROD009,ALM01,1759.68,434640.96,447.57,2317.8,0,0.0,Normal
2023-09-30,2023-09-01,PROD009,ALM02,1887.56,466227.32,480.1,2486.23,0,0.0,Normal
2023-09-30,2023-09-01,PROD009,ALM03,1855.33,458266.51,471.9,2443.78,0,0.0,Normal
2023-09-30,2023-09-01,PROD009,ALM04,1681.68,415374.96,427.73,2215.05,0,0.0,Normal
2023-09-30,2023-09-01,PROD009,ALM05,2218.11,547873.17,564.17,2921.62,0,0.0,Normal
2023-09-30,2023-09-01,PROD010,ALM01,2965.6,696916.0,590.8,3059.48,0,0.0,Normal
2023-09-30,2023-09-01,PROD010,ALM02,1900.09,446521.15,378.53,1960.24,0,0.0,Normal
2023-09-30,2023-09-01,PROD010,ALM03,2843.84,668302.4,566.54,2933.86,0,0.0,Normal
2023-09-30,2023-09-01,PROD010,ALM04,3329.79,782500.65,663.35,3435.19,0,0.0,Normal
2023-09-30,2023-09-01,PROD010,ALM05,1934.77,454670.95,385.44,1996.01,0,0.0,Normal
2023-09-30,2023-09-01,PROD011,ALM01,556.7,158659.5,197.73,1023.98,0,0.0,Normal
2023-09-30,2023-09-01,PROD011,ALM02,494.72,140995.2,175.72,909.98,0,0.0,Normal
2023-09-30,2023-09-01,PROD011,ALM03,663.86,189200.1,235.8,1221.09,0,0.0,Normal
2023-09-30,2023-09-01,PROD011,ALM04,745.66,212513.1,264.85,1371.55,0,0.0,Normal
2023-09-30,2023-09-01,PROD011,ALM05,692.28,197299.8,245.89,1273.37,0,0.0,Normal
2023-09-30,2023-09-01,PROD012,ALM01,1006.56,305994.24,156.34,809.61,196.95,59872.8,Sobrestock
2023-09-30,2023-09-01,PROD012,ALM02,931.7,283236.8,144.71,749.4,182.3,55419.2,Sobrestock
2023-09-30,2023-09-01,PROD012,ALM03,1436.8,436787.2,223.16,1155.67,281.13,85463.52,Sobrestock
2023-09-30,2023-09-01,PROD012,ALM04,962.47,292590.88,149.49,774.14,188.33,57252.32,Sobrestock
2023-09-30,2023-09-01,PROD012,ALM05,1334.4,405657.6,207.26,1073.3,261.1,79374.4,Sobrestock
2023-09-30,2023-09-01,PROD013,ALM01,606.33,107926.74,173.17,896.77,0,0.0,Normal
2023-09-30,2023-09-01,PROD013,ALM02,638.65,113679.7,182.4,944.57,0,0.0,Normal
2023-09-30,2023-09-01,PROD013,ALM03,511.95,91127.1,146.22,757.19,0,0.0,Normal
2023-09-30,2023-09-01,PROD013,ALM04,545.78,97148.84,155.88,807.23,0,0.0,Normal
2023-09-30,2023-09-01,PROD013,ALM05,593.66,105671.48,169.55,878.03,0,0.0,Normal
2023-09-30,2023-09-01,PROD014,ALM01,755.96,150436.04,142.08,735.79,20.17,4013.83,Sobrestock
2023-09-30,2023-09-01,PROD014,ALM02,1076.47,214217.53,202.32,1047.74,28.73,5717.27,Sobrestock
2023-09-30,2023-09-01,PROD014,ALM03,1317.64,262210.36,247.65,1282.48,35.16,6996.84,Sobrestock
2023-09-30,2023-09-01,PROD014,ALM04,1310.9,260869.1,246.38,1275.92,34.98,6961.02,Sobrestock
2023-09-30,2023-09-01,PROD014,ALM05,819.84,163148.16,154.09,797.97,21.87,4352.13,Sobrestock
2023-09-30,2023-09-01,PROD015,ALM01,1004.78,229089.84,228.81,1184.92,0,0.0,Normal
2023-09-30,2023-09-01,PROD015,ALM02,614.96,140210.88,140.04,725.21,0,0.0,Normal
2023-09-30,2023-09-01,PROD015,ALM03,669.98,152755.44,152.57,790.1,0,0.0,Normal
2023-09-30,2023-09-01,PROD015,ALM04,1086.34,247685.52,247.39,1281.11,0,0.0,Normal
2023-09-30,2023-09-01,PROD015,ALM05,1073.86,244840.08,244.54,1266.38,0,0.0,Normal
2023-09-30,2023-09-01,PROD016,ALM01,333.55,90725.6,102.0,528.21,0,0.0,Normal
2023-09-30,2023-09-01,PROD016,ALM02,194.63,52939.36,59.52,308.21,0,0.0,Normal
2023-09-30,2023-09-01,PROD016,ALM03,226.39,61578.08,69.23,358.51,0,0.0,Normal
2023-09-30,2023-09-01,PROD016,ALM04,223.86,60889.92,68.46,354.5,0,0.0,Normal
2023-09-30,2023-09-01,PROD016,ALM05,183.86,50009.92,56.22,291.16,0,0.0,Normal
2023-09-30,2023-09-01,PROD017,ALM01,873.67,249869.62,124.15,642.92,230.75,65994.5,Sobrestock
2023-09-30,2023-09-01,PROD017,ALM02,772.94,221060.84,109.84,568.79,204.15,58386.9,Sobrestock
2023-09-30,2023-09-01,PROD017,ALM03,953.81,272789.66,135.54,701.89,251.92,72049.12,Sobrestock
2023-09-30,2023-09-01,PROD017,ALM04,779.76,223011.36,110.8,573.81,205.95,58901.7,Sobrestock
2023-09-30,2023-09-01,PROD017,ALM05,1055.32,301821.52,149.96,776.59,278.73,79716.78,Sobrestock
2023-09-30,2023-09-01,PROD018,ALM01,234.03,83080.65,37.11,192.16,41.87,14863.85,Sobrestock
2023-09-30,2023-09-01,PROD018,ALM02,429.8,152579.0,68.15,352.9,76.9,27299.5,Sobrestock
2023-09-30,2023-09-01,PROD018,ALM03,198.54,70481.7,31.48,163.02,35.52,12609.6,Sobrestock
2023-09-30,2023-09-01,PROD018,ALM04,278.03,98700.65,44.08,228.28,49.75,17661.25,Sobrestock
2023-09-30,2023-09-01,PROD018,ALM05,219.92,78071.6,34.87,180.57,39.35,13969.25,Sobrestock
2023-09-30,2023-09-01,PROD019,ALM01,482.01,14942.31,295.53,1530.43,0,0.0,Normal
2023-09-30,2023-09-01,PROD019,ALM02,558.93,17326.83,342.69,1774.67,0,0.0,Normal
2023-09-30,2023-09-01,PROD019,ALM03,554.32,17183.92,339.87,1760.03,0,0.0,Normal
2023-09-30,2023-09-01,PROD019,ALM04,416.17,12901.27,255.16,1321.38,0,0.0,Normal
2023-09-30,2023-09-01,PROD019,ALM05,555.06,17206.86,340.32,1762.38,0,0.0,Normal
2023-09-30,2023-09-01,PROD020,ALM01,537.63,15053.64,155.89,807.31,0,0.0,Normal
2023-09-30,2023-09-01,PROD020,ALM02,680.04,19041.12,197.19,1021.16,0,0.0,Normal
2023-09-30,2023-09-01,PROD020,ALM03,996.6,27904.8,288.98,1496.52,0,0.0,Normal
2023-09-30,2023-09-01,PROD020,ALM04,558.8,15646.4,162.03,839.1,0,0.0,Normal
2023-09-30,2023-09-01,PROD020,ALM05,599.21,16777.88,173.75,899.78,0,0.0,Normal
2023-09-30,2023-09-01,PROD021,ALM01,400.42,16417.22,236.57,1225.1,0,0.0,Normal
2023-09-30,2023-09-01,PROD021,ALM02,336.85,13810.85,199.01,1030.6,0,0.0,Normal
2023-09-30,2023-09-01,PROD021,ALM03,650.33,26663.53,384.22,1989.71,0,0.0,Normal
2023-09-30,2023-09-01,PROD021,ALM04,558.79,22910.39,330.14,1709.64,0,0.0,Normal
2023-09-30,2023-09-01,PROD021,ALM05,396.91,16273.31,234.5,1214.36,0,0.0,Normal
2023-09-30,2023-09-01,PROD022,ALM01,418.12,16306.68,197.94,1025.05,0,0.0,Normal
2023-09-30,2023-09-01,PROD022,ALM02,849.7,33138.3,402.25,2083.08,0,0.0,Normal
2023-09-30,2023-09-01,PROD022,ALM03,546.11,21298.29,258.53,1338.82,0,0.0,Normal
2023-09-30,2023-09-01,PROD022,ALM04,905.97,35332.83,428.89,2221.05,0,0.0,Normal
2023-09-30,2023-09-01,PROD022,ALM05,630.78,24600.42,298.62,1546.4,0,0.0,Normal
2023-09-30,2023-09-01,PROD023,ALM01,538.84,18320.56,150.6,779.9,0,0.0,Normal
2023-09-30,2023-09-01,PROD023,ALM02,899.51,30583.34,251.41,1301.93,0,0.0,Normal
2023-09-30,2023-09-01,PROD023,ALM03,542.78,18454.52,151.7,785.61,0,0.0,Normal
2023-09-30,2023-09-01,PROD023,ALM04,541.27,18403.18,151.28,783.42,0,0.0,Normal
2023-09-30,2023-09-01,PROD023,ALM05,614.38,20888.92,171.72,889.25,0,0.0,Normal
2023-09-30,2023-09-01,PROD024,ALM01,387.28,12780.24,95.71,495.62,0,0.0,Normal
2023-09-30,2023-09-01,PROD024,ALM02,634.4,20935.2,156.77,811.87,0,0.0,Normal
