fecha_mes,planta_id,producto_id,produccion_real,capacidad_instalada,utilizacion_capacidad_pct,costo_produccion,merma
2023-05-01,PLA01,PROD017,790.54,1458.0,0.5422,228296.27,8.21
2023-05-01,PLA02,PROD017,493.29,950.4,0.519,147373.48,5.62
2023-05-01,PLA03,PROD017,473.39,820.8,0.5767,143072.3,10.27
2023-05-01,PLA01,PROD018,457.84,729.0,0.628,161094.33,11.08
2023-05-01,PLA02,PROD018,310.26,475.2,0.6529,115123.58,6.28
2023-05-01,PLA03,PROD018,216.21,410.4,0.5268,75652.69,2.32
2023-05-01,PLA01,PROD019,3621.58,1895.4,1.35,110907.52,30.31
2023-05-01,PLA02,PROD019,2065.26,1235.52,1.35,68319.3,53.62
2023-05-01,PLA03,PROD019,2201.43,1067.04,1.35,72855.01,11.91
2023-05-01,PLA01,PROD020,2738.38,1603.8,1.35,75951.97,53.41
2023-05-01,PLA02,PROD020,1793.75,1045.44,1.35,53898.14,8.39
2023-05-01,PLA03,PROD020,1523.76,902.88,1.35,46040.13,29.0
2023-05-01,PLA01,PROD021,3229.74,1798.2,1.35,133814.16,65.01
2023-05-01,PLA02,PROD021,1768.65,1172.16,1.35,73935.0,21.29
2023-05-01,PLA03,PROD021,1510.33,1012.32,1.35,61573.19,30.24
2023-05-01,PLA01,PROD022,2262.57,1701.0,1.3301,88352.05,55.84
2023-05-01,PLA02,PROD022,1417.85,1108.8,1.2787,53046.39,23.98
2023-05-01,PLA03,PROD022,1164.35,957.6,1.2159,47162.63,7.56
2023-05-01,PLA01,PROD023,1596.93,1263.6,1.2638,54378.53,21.97
2023-05-01,PLA02,PROD023,1045.86,823.68,1.2697,34838.71,20.24
2023-05-01,PLA03,PROD023,1189.43,711.36,1.35,42016.1,26.02
2023-05-01,PLA01,PROD024,1490.39,923.4,1.35,47955.95,27.33
2023-05-01,PLA02,PROD024,1024.46,601.92,1.35,32692.97,28.08
2023-05-01,PLA03,PROD024,915.18,519.84,1.35,30937.91,7.87
2023-05-01,PLA01,PROD032,1004.7,194.4,1.35,38322.75,6.44
2023-05-01,PLA02,PROD032,759.85,126.72,1.35,28100.33,11.01
2023-05-01,PLA03,PROD032,712.36,109.44,1.35,26283.24,13.44
2023-06-01,PLA01,PROD001,20571.15,3280.5,1.35,494877.06,541.88
2023-06-01,PLA02,PROD001,15610.67,2138.4,1.35,341550.82,71.28
2023-06-01,PLA03,PROD001,13185.84,1846.8,1.35,285669.01,283.14
2023-06-01,PLA01,PROD002,27066.4,3645.0,1.35,612799.1,354.56
2023-06-01,PLA02,PROD002,22996.26,2376.0,1.35,511277.29,505.39
2023-06-01,PLA03,PROD002,19962.13,2052.0,1.35,410550.44,459.47
2023-06-01,PLA01,PROD003,17662.66,2551.5,1.35,469785.34,88.35
2023-06-01,PLA02,PROD003,11837.39,1663.2,1.35,319629.93,192.49
2023-06-01,PLA03,PROD003,12207.99,1436.4,1.35,314200.07,341.42
2023-06-01,PLA01,PROD004,13510.57,2138.4,1.35,330885.87,336.96
2023-06-01,PLA02,PROD004,9177.06,1393.92,1.35,241367.57,183.99
2023-06-01,PLA03,PROD004,6654.25,1203.84,1.35,164203.24,90.97
2023-06-01,PLA01,PROD005,11688.37,1701.0,1.35,325990.91,317.99
2023-06-01,PLA02,PROD005,6458.33,1108.8,1.35,169552.36,108.69
2023-06-01,PLA03,PROD005,6560.5,957.6,1.35,173632.51,169.29
2023-06-01,PLA01,PROD006,11954.05,2235.6,1.35,239780.63,248.45
2023-06-01,PLA02,PROD006,9359.96,1457.28,1.35,177681.04,79.74
2023-06-01,PLA03,PROD006,6966.17,1258.56,1.35,136052.71,121.18
2023-06-01,PLA01,PROD007,6604.11,1215.0,1.35,165960.5,38.12
2023-06-01,PLA02,PROD007,4172.06,792.0,1.35,106788.93,29.71
2023-06-01,PLA03,PROD007,3269.69,684.0,1.35,84716.72,40.66
2023-06-01,PLA01,PROD008,10517.09,1749.6,1.35,221225.01,53.24
2023-06-01,PLA02,PROD008,6420.77,1140.48,1.35,140603.21,28.46
2023-06-01,PLA03,PROD008,5691.69,984.96,1.35,125969.4,141.52
2023-06-01,PLA01,PROD009,4402.47,3013.2,1.35,1051368.3,33.46
2023-06-01,PLA02,PROD009,3383.26,1964.16,1.35,897743.35,78.83
2023-06-01,PLA03,PROD009,2940.64,1696.32,1.35,728922.5,38.93
2023-06-01,PLA01,PROD010,3792.78,3159.0,1.2006,915198.26,101.63
2023-06-01,PLA02,PROD010,2698.35,2059.2,1.3104,653746.35,25.24
2023-06-01,PLA03,PROD010,2327.9,1778.4,1.309,587836.2,63.57
2023-06-01,PLA01,PROD011,1861.67,1846.8,1.0081,547755.17,23.76
2023-06-01,PLA02,PROD011,1536.38,1203.84,1.2762,437468.97,32.9
2023-06-01,PLA03,PROD011,1051.96,1039.68,1.0118,295830.02,27.93
2023-06-01,PLA01,PROD012,1142.14,1166.4,0.9792,350007.92,27.54
2023-06-01,PLA02,PROD012,744.03,760.32,0.9786,231831.62,3.74
2023-06-01,PLA03,PROD012,663.29,656.64,1.0101,212706.71,13.3
2023-06-01,PLA01,PROD013,936.13,1992.6,0.4698,165430.53,21.11
2023-06-01,PLA02,PROD013,483.9,1298.88,0.3726,83108.31,10.25
2023-06-01,PLA03,PROD013,413.68,1121.76,0.3688,78808.16,10.97
2023-06-01,PLA01,PROD014,1934.23,2794.5,0.6922,392935.24,42.4
2023-06-01,PLA02,PROD014,1134.54,1821.6,0.6228,222813.57,9.48
2023-06-01,PLA03,PROD014,854.96,1573.2,0.5435,170754.01,6.13
2023-06-01,PLA01,PROD015,1136.01,2551.5,0.4452,272886.71,14.66
2023-06-01,PLA02,PROD015,769.33,1663.2,0.4626,183403.86,18.67
2023-06-01,PLA03,PROD015,587.33,1436.4,0.4089,143801.29,5.73
2023-06-01,PLA01,PROD016,927.57,1749.6,0.5302,260891.56,16.87
2023-06-01,PLA02,PROD016,531.44,1140.48,0.466,149862.27,4.69
2023-06-01,PLA03,PROD016,512.9,984.96,0.5207,148607.2,2.88
2023-06-01,PLA01,PROD017,1028.26,1458.0,0.7053,294751.49,15.02
2023-06-01,PLA02,PROD017,823.51,950.4,0.8665,234329.39,10.18
2023-06-01,PLA03,PROD017,617.53,820.8,0.7524,188979.82,9.49
2023-06-01,PLA01,PROD018,265.19,729.0,0.3638,91950.42,2.03
2023-06-01,PLA02,PROD018,170.39,475.2,0.3586,63244.38,1.28
2023-06-01,PLA03,PROD018,145.75,410.4,0.3551,53273.17,2.44
2023-06-01,PLA01,PROD019,2027.73,1895.4,1.0698,61246.13,46.51
2023-06-01,PLA02,PROD019,1494.66,1235.52,1.2097,45154.53,16.17
2023-06-01,PLA03,PROD019,1371.17,1067.04,1.285,44306.01,10.07
2023-06-01,PLA01,PROD020,1920.22,1603.8,1.1973,56727.51,29.3
2023-06-01,PLA02,PROD020,1444.22,1045.44,1.35,39097.5,22.17
2023-06-01,PLA03,PROD020,1236.63,902.88,1.35,33479.9,15.93
2023-06-01,PLA01,PROD021,2062.19,1798.2,1.1468,90095.12,31.14
2023-06-01,PLA02,PROD021,1383.49,1172.16,1.1803,56350.8,22.34
2023-06-01,PLA03,PROD021,966.69,1012.32,0.9549,38477.3,12.39
2023-06-01,PLA01,PROD022,2992.94,1701.0,1.35,125336.86,45.53
2023-06-01,PLA02,PROD022,2046.04,1108.8,1.35,81698.41,8.79
2023-06-01,PLA03,PROD022,1632.14,957.6,1.35,68222.26,29.53
2023-06-01,PLA01,PROD023,1430.47,1263.6,1.1321,46294.71,5.78
2023-06-01,PLA02,PROD023,1041.37,823.68,1.2643,38088.5,11.01
2023-06-01,PLA03,PROD023,810.05,711.36,1.1387,27012.71,3.84
2023-06-01,PLA01,PROD024,1162.36,923.4,1.2588,38296.72,16.94
2023-06-01,PLA02,PROD024,908.09,601.92,1.35,30337.9,24.54
2023-06-01,PLA03,PROD024,760.47,519.84,1.35,25283.93,19.14
2023-06-01,PLA01,PROD032,841.24,194.4,1.35,29428.37,21.2
2023-06-01,PLA02,PROD032,595.66,126.72,1.35,22644.87,15.23
2023-06-01,PLA03,PROD032,518.61,109.44,1.35,20122.23,4.3
2023-07-01,PLA01,PROD001,12347.37,3280.5,1.35,293904.66,233.92
2023-07-01,PLA02,PROD001,9271.66,2138.4,1.35,213852.49,169.37
2023-07-01,PLA03,PROD001,7725.39,1846.8,1.35,167835.97,134.7
2023-07-01,PLA01,PROD002,23677.22,3645.0,1.35,518758.56,422.46
2023-07-01,PLA02,PROD002,15916.56,2376.0,1.35,348668.79,416.31
2023-07-01,PLA03,PROD002,11855.33,2052.0,1.35,251771.81,48.24
2023-07-01,PLA01,PROD003,15874.62,2551.5,1.35,405776.39,228.44
2023-07-01,PLA02,PROD003,10223.04,1663.2,1.35,260352.73,150.97
2023-07-01,PLA03,PROD003,8456.02,1436.4,1.35,218239.9,197.28
2023-07-01,PLA01,PROD004,17536.34,2138.4,1.35,442238.98,360.79
2023-07-01,PLA02,PROD004,10607.33,1393.92,1.35,287842.73,97.24
2023-07-01,PLA03,PROD004,9003.23,1203.84,1.35,234966.05,95.6
2023-07-01,PLA01,PROD005,7635.75,1701.0,1.35,223085.85,202.65
2023-07-01,PLA02,PROD005,5094.65,1108.8,1.35,144321.25,24.11
2023-07-01,PLA03,PROD005,4961.63,957.6,1.35,132070.22,100.66
2023-07-01,PLA01,PROD006,13098.95,2235.6,1.35,244827.21,189.11
2023-07-01,PLA02,PROD006,8580.46,1457.28,1.35,168709.9,63.98
2023-07-01,PLA03,PROD006,7185.8,1258.56,1.35,150662.52,87.89
2023-07-01,PLA01,PROD007,5848.37,1215.0,1.35,141190.24,112.34
2023-07-01,PLA02,PROD007,3778.16,792.0,1.35,91882.2,76.22
2023-07-01,PLA03,PROD007,3160.25,684.0,1.35,76840.11,35.25
2023-07-01,PLA01,PROD008,9863.51,1749.6,1.35,206440.43,189.14
2023-07-01,PLA02,PROD008,5331.46,1140.48,1.35,115801.54,26.61
2023-07-01,PLA03,PROD008,5430.58,984.96,1.35,117335.81,137.22
2023-07-01,PLA01,PROD009,2948.08,3013.2,0.9784,746772.51,41.82
2023-07-01,PLA02,PROD009,1980.08,1964.16,1.0081,483328.01,43.06
2023-07-01,PLA03,PROD009,1904.25,1696.32,1.1226,504902.56,40.83
2023-07-01,PLA01,PROD010,4580.64,3159.0,1.35,1091122.46,30.13
2023-07-01,PLA02,PROD010,3104.55,2059.2,1.35,724410.07,61.08
2023-07-01,PLA03,PROD010,2547.82,1778.4,1.35,627800.23,18.13
2023-07-01,PLA01,PROD011,1568.63,1846.8,0.8494,460878.37,30.27
2023-07-01,PLA02,PROD011,1073.79,1203.84,0.892,302505.56,8.08
2023-07-01,PLA03,PROD011,848.01,1039.68,0.8156,234779.64,4.35
2023-07-01,PLA01,PROD012,1003.45,1166.4,0.8603,322243.89,12.73
2023-07-01,PLA02,PROD012,628.98,760.32,0.8273,192115.35,16.87
2023-07-01,PLA03,PROD012,467.31,656.64,0.7117,144917.51,2.32
2023-07-01,PLA01,PROD013,672.87,1992.6,0.3377,114318.96,11.19
2023-07-01,PLA02,PROD013,368.52,1298.88,0.2837,70562.34,3.54
2023-07-01,PLA03,PROD013,308.16,1121.76,0.2747,58152.71,3.93
2023-07-01,PLA01,PROD014,1162.11,2794.5,0.4159,246102.11,15.38
2023-07-01,PLA02,PROD014,962.33,1821.6,0.5283,187505.12,19.38
2023-07-01,PLA03,PROD014,778.64,1573.2,0.4949,148339.86,11.04
2023-07-01,PLA01,PROD015,1196.34,2551.5,0.4689,268672.72,7.65
2023-07-01,PLA02,PROD015,975.1,1663.2,0.5863,220851.89,11.5
2023-07-01,PLA03,PROD015,662.32,1436.4,0.4611,143824.15,11.63
2023-07-01,PLA01,PROD016,903.97,1749.6,0.5167,263228.82,10.11
2023-07-01,PLA02,PROD016,551.82,1140.48,0.4838,145617.58,4.61
2023-07-01,PLA03,PROD016,510.27,984.96,0.5181,133556.57,9.02
2023-07-01,PLA01,PROD017,676.92,1458.0,0.4643,203449.32,16.2
2023-07-01,PLA02,PROD017,390.48,950.4,0.4109,117426.63,2.8
2023-07-01,PLA03,PROD017,369.13,820.8,0.4497,102884.4,7.96
2023-07-01,PLA01,PROD018,230.21,729.0,0.3158,85121.61,6.44
2023-07-01,PLA02,PROD018,162.56,475.2,0.3421,58544.99,4.42
2023-07-01,PLA03,PROD018,118.37,410.4,0.2884,40207.59,3.04
2023-07-01,PLA01,PROD019,2125.56,1895.4,1.1214,67095.33,22.84
2023-07-01,PLA02,PROD019,1275.81,1235.52,1.0326,38281.31,28.12
2023-07-01,PLA03,PROD019,1180.58,1067.04,1.1064,36658.68,19.18
2023-07-01,PLA01,PROD020,2106.46,1603.8,1.3134,58526.27,53.74
2023-07-01,PLA02,PROD020,1179.42,1045.44,1.1282,35638.44,16.81
2023-07-01,PLA03,PROD020,1158.15,902.88,1.2827,33215.1,23.86
2023-07-01,PLA01,PROD021,2493.69,1798.2,1.35,99404.85,51.05
2023-07-01,PLA02,PROD021,1538.44,1172.16,1.3125,63985.1,36.75
2023-07-01,PLA03,PROD021,1482.03,1012.32,1.35,65433.51,14.9
2023-07-01,PLA01,PROD022,1671.56,1701.0,0.9827,69854.98,35.24
2023-07-01,PLA02,PROD022,894.94,1108.8,0.8071,34843.67,6.14
2023-07-01,PLA03,PROD022,925.62,957.6,0.9666,36470.4,23.24
2023-07-01,PLA01,PROD023,1304.72,1263.6,1.0325,43849.78,14.06
2023-07-01,PLA02,PROD023,1040.01,823.68,1.2626,35311.8,24.59
2023-07-01,PLA03,PROD023,769.74,711.36,1.0821,26034.19,20.34
2023-07-01,PLA01,PROD024,622.44,923.4,0.6741,21366.91,6.1
2023-07-01,PLA02,PROD024,466.13,601.92,0.7744,15456.88,8.8
2023-07-01,PLA03,PROD024,334.69,519.84,0.6438,10769.15,4.86
2023-07-01,PLA01,PROD032,960.77,194.4,1.35,35915.5,21.48
2023-07-01,PLA02,PROD032,788.21,126.72,1.35,28856.6,14.19
2023-07-01,PLA03,PROD032,646.56,109.44,1.35,22805.15,8.44
2023-08-01,PLA01,PROD001,24914.01,3280.5,1.35,540742.83,583.66
2023-08-01,PLA02,PROD001,18516.13,2138.4,1.35,405797.08,154.42
2023-08-01,PLA03,PROD001,12881.23,1846.8,1.35,289740.81,181.54
2023-08-01,PLA01,PROD002,27282.52,3645.0,1.35,608649.23,405.09
2023-08-01,PLA02,PROD002,14827.71,2376.0,1.35,317172.42,345.86
2023-08-01,PLA03,PROD002,13282.72,2052.0,1.35,280151.17,266.34
2023-08-01,PLA01,PROD003,20903.56,2551.5,1.35,530343.2,535.41
2023-08-01,PLA02,PROD003,14833.38,1663.2,1.35,395258.3,335.62
2023-08-01,PLA03,PROD003,15362.84,1436.4,1.35,418021.79,244.01
2023-08-01,PLA01,PROD004,12981.36,2138.4,1.35,348337.7,309.87
2023-08-01,PLA02,PROD004,7423.36,1393.92,1.35,179994.88,62.81
2023-08-01,PLA03,PROD004,5751.79,1203.84,1.35,145221.35,54.12
2023-08-01,PLA01,PROD005,13842.62,1701.0,1.35,387583.67,69.69
2023-08-01,PLA02,PROD005,7165.34,1108.8,1.35,201323.31,92.24
2023-08-01,PLA03,PROD005,6256.6,957.6,1.35,175741.02,72.74
2023-08-01,PLA01,PROD006,14218.58,2235.6,1.35,280533.37,239.87
2023-08-01,PLA02,PROD006,9344.99,1457.28,1.35,187373.77,185.86
2023-08-01,PLA03,PROD006,7710.51,1258.56,1.35,152933.26,123.88
2023-08-01,PLA01,PROD007,7398.1,1215.0,1.35,196890.16,102.29
2023-08-01,PLA02,PROD007,5129.03,792.0,1.35,131843.33,64.21
2023-08-01,PLA03,PROD007,4821.67,684.0,1.35,128734.11,63.24
2023-08-01,PLA01,PROD008,11127.15,1749.6,1.35,225434.08,160.45
2023-08-01,PLA02,PROD008,8339.3,1140.48,1.35,181381.11,97.39
2023-08-01,PLA03,PROD008,5983.67,984.96,1.35,124856.8,53.82
2023-08-01,PLA01,PROD009,4152.09,3013.2,1.35,1017142.6,60.23
2023-08-01,PLA02,PROD009,2161.27,1964.16,1.1004,557816.9,55.74
2023-08-01,PLA03,PROD009,2135.94,1696.32,1.2592,545391.83,19.76
2023-08-01,PLA01,PROD010,3941.0,3159.0,1.2475,909050.35,109.73
2023-08-01,PLA02,PROD010,2812.08,2059.2,1.35,637467.15,60.46
2023-08-01,PLA03,PROD010,2064.96,1778.4,1.1611,497907.5,15.95
2023-08-01,PLA01,PROD011,2978.15,1846.8,1.35,876693.32,80.86
2023-08-01,PLA02,PROD011,1858.81,1203.84,1.35,511680.65,26.51
2023-08-01,PLA03,PROD011,1744.18,1039.68,1.35,497177.66,29.2
2023-08-01,PLA01,PROD012,1192.7,1166.4,1.0225,365546.37,30.28
2023-08-01,PLA02,PROD012,992.72,760.32,1.3057,323694.91,26.22
2023-08-01,PLA03,PROD012,715.33,656.64,1.0894,223986.97,7.87
2023-08-01,PLA01,PROD013,1143.24,1992.6,0.5737,197518.05,17.41
2023-08-01,PLA02,PROD013,712.92,1298.88,0.5489,125528.05,9.13
2023-08-01,PLA03,PROD013,743.08,1121.76,0.6624,140540.47,14.44
2023-08-01,PLA01,PROD014,1300.25,2794.5,0.4653,246178.69,35.41
2023-08-01,PLA02,PROD014,882.88,1821.6,0.4847,185881.56,19.61
2023-08-01,PLA03,PROD014,750.8,1573.2,0.4772,144796.52,11.01
2023-08-01,PLA01,PROD015,1773.93,2551.5,0.6952,384945.77,20.14
2023-08-01,PLA02,PROD015,1446.76,1663.2,0.8699,315832.53,7.08
2023-08-01,PLA03,PROD015,1124.65,1436.4,0.783,274452.56,6.86
2023-08-01,PLA01,PROD016,1207.29,1749.6,0.69,354516.98,16.79
2023-08-01,PLA02,PROD016,727.5,1140.48,0.6379,206559.53,4.01
2023-08-01,PLA03,PROD016,656.79,984.96,0.6668,188673.07,14.23
2023-08-01,PLA01,PROD017,527.1,1458.0,0.3615,146204.74,11.88
2023-08-01,PLA02,PROD017,269.82,950.4,0.2839,77573.68,4.57
2023-08-01,PLA03,PROD017,293.06,820.8,0.357,86062.4,1.51
2023-08-01,PLA01,PROD018,341.34,729.0,0.4682,128777.57,8.8
2023-08-01,PLA02,PROD018,221.2,475.2,0.4655,75721.81,2.48
2023-08-01,PLA03,PROD018,160.89,410.4,0.392,61334.01,1.6
2023-08-01,PLA01,PROD019,2571.05,1895.4,1.35,84544.93,29.81
2023-08-01,PLA02,PROD019,2013.59,1235.52,1.35,61813.57,36.78
2023-08-01,PLA03,PROD019,1787.36,1067.04,1.35,56060.63,12.59
2023-08-01,PLA01,PROD020,1645.62,1603.8,1.0261,46949.64,42.53
2023-08-01,PLA02,PROD020,1300.4,1045.44,1.2439,36409.3,31.1
2023-08-01,PLA03,PROD020,938.25,902.88,1.0392,27020.18,11.61
2023-08-01,PLA01,PROD021,2436.0,1798.2,1.35,96758.0,24.7
2023-08-01,PLA02,PROD021,1387.72,1172.16,1.1839,57116.96,28.89
2023-08-01,PLA03,PROD021,1403.04,1012.32,1.35,56274.82,34.98
2023-08-01,PLA01,PROD022,1883.83,1701.0,1.1075,77293.79,27.51
2023-08-01,PLA02,PROD022,1257.71,1108.8,1.1343,48992.2,9.46
2023-08-01,PLA03,PROD022,1023.48,957.6,1.0688,38302.94,24.47
2023-08-01,PLA01,PROD023,1536.71,1263.6,1.2161,50743.04,28.1
2023-08-01,PLA02,PROD023,1156.92,823.68,1.35,40631.21,10.42
2023-08-01,PLA03,PROD023,789.42,711.36,1.1097,26202.2,18.21
2023-08-01,PLA01,PROD024,1022.24,923.4,1.107,33082.31,14.1
2023-08-01,PLA02,PROD024,625.09,601.92,1.0385,21269.66,14.56
2023-08-01,PLA03,PROD024,482.16,519.84,0.9275,15757.86,10.97
2023-08-01,PLA01,PROD032,2014.31,194.4,1.35,75519.16,34.76
2023-08-01,PLA02,PROD032,1337.54,126.72,1.35,48554.97,18.14
2023-08-01,PLA03,PROD032,940.87,109.44,1.35,34155.62,22.37
2023-09-01,PLA01,PROD001,33730.01,3280.5,1.35,801915.13,663.04
2023-09-01,PLA02,PROD001,23997.61,2138.4,1.35,557131.35,561.36
2023-09-01,PLA03,PROD001,18538.89,1846.8,1.35,420822.22,471.55
2023-09-01,PLA01,PROD002,30890.44,3645.0,1.35,616369.72,280.99
2023-09-01,PLA02,PROD002,20332.09,2376.0,1.35,450067.98,283.34
2023-09-01,PLA03,PROD002,17510.43,2052.0,1.35,368769.79,368.26
2023-09-01,PLA01,PROD003,17605.32,2551.5,1.35,435626.23,168.01
2023-09-01,PLA02,PROD003,11449.45,1663.2,1.35,285248.07,173.76
2023-09-01,PLA03,PROD003,9505.26,1436.4,1.35,251942.93,165.16
2023-09-01,PLA01,PROD004,16006.01,2138.4,1.35,419825.68,329.8
2023-09-01,PLA02,PROD004,11030.21,1393.92,1.35,292441.66,282.12
2023-09-01,PLA03,PROD004,9305.71,1203.84,1.35,250190.14,127.37
2023-09-01,PLA01,PROD005,8982.93,1701.0,1.35,251260.93,238.4
2023-09-01,PLA02,PROD005,5848.16,1108.8,1.35,161847.84,109.73
2023-09-01,PLA03,PROD005,5007.99,957.6,1.35,142283.33,65.03
2023-09-01,PLA01,PROD006,12622.57,2235.6,1.35,243351.77,71.88
2023-09-01,PLA02,PROD006,7238.87,1457.28,1.35,146944.08,102.49
2023-09-01,PLA03,PROD006,6522.57,1258.56,1.35,130086.08,45.35
2023-09-01,PLA01,PROD007,7863.7,1215.0,1.35,197778.42,45.58
2023-09-01,PLA02,PROD007,4407.67,792.0,1.35,108260.6,80.52
2023-09-01,PLA03,PROD007,3731.65,684.0,1.35,92281.32,26.91
2023-09-01,PLA01,PROD008,10848.24,1749.6,1.35,227929.97,297.18
2023-09-01,PLA02,PROD008,7714.49,1140.48,1.35,170515.98,199.27
2023-09-01,PLA03,PROD008,6978.23,984.96,1.35,152507.24,50.45
2023-09-01,PLA01,PROD009,4318.41,3013.2,1.35,1048655.53,103.47
2023-09-01,PLA02,PROD009,2235.27,1964.16,1.138,581669.77,17.77
2023-09-01,PLA03,PROD009,2379.98,1696.32,1.35,586099.51,16.06
2023-09-01,PLA01,PROD010,4504.0,3159.0,1.35,1079188.94,33.37
2023-09-01,PLA02,PROD010,2823.9,2059.2,1.35,675393.25,62.55
2023-09-01,PLA03,PROD010,3211.45,1778.4,1.35,763541.38,71.68
2023-09-01,PLA01,PROD011,2265.98,1846.8,1.227,685472.17,36.63
2023-09-01,PLA02,PROD011,1604.64,1203.84,1.3329,461106.95,10.92
2023-09-01,PLA03,PROD011,1131.39,1039.68,1.0882,310501.96,22.38
2023-09-01,PLA01,PROD012,1542.63,1166.4,1.3226,454137.78,9.67
2023-09-01,PLA02,PROD012,821.55,760.32,1.0805,263986.64,22.65
2023-09-01,PLA03,PROD012,820.63,656.64,1.2497,266055.86,3.93
2023-09-01,PLA01,PROD013,1640.37,1992.6,0.8232,310654.54,6.83
2023-09-01,PLA02,PROD013,1128.13,1298.88,0.8685,191720.69,4.93
2023-09-01,PLA03,PROD013,739.62,1121.76,0.6593,126322.55,6.8
2023-09-01,PLA01,PROD014,1539.41,2794.5,0.5509,330768.75,17.89
2023-09-01,PLA02,PROD014,1059.22,1821.6,0.5815,204222.05,18.42
2023-09-01,PLA03,PROD014,957.46,1573.2,0.6086,200806.72,12.89
2023-09-01,PLA01,PROD015,1496.87,2551.5,0.5867,351244.74,14.54
2023-09-01,PLA02,PROD015,1140.45,1663.2,0.6857,260312.77,17.52
2023-09-01,PLA03,PROD015,831.43,1436.4,0.5788,182517.96,18.46
2023-09-01,PLA01,PROD016,680.34,1749.6,0.3889,185867.22,12.24
2023-09-01,PLA02,PROD016,495.82,1140.48,0.4347,131396.31,3.25
2023-09-01,PLA03,PROD016,451.44,984.96,0.4583,126783.1,3.11
2023-09-01,PLA01,PROD017,1018.1,1458.0,0.6983,277704.52,12.65
2023-09-01,PLA02,PROD017,659.37,950.4,0.6938,196572.81,13.66
2023-09-01,PLA03,PROD017,493.71,820.8,0.6015,149490.95,4.99
2023-09-01,PLA01,PROD018,399.59,729.0,0.5481,136939.04,8.22
2023-09-01,PLA02,PROD018,257.0,475.2,0.5408,94277.26,6.81
2023-09-01,PLA03,PROD018,209.45,410.4,0.5104,74634.82,2.8
2023-09-01,PLA01,PROD019,2148.5,1895.4,1.1335,66437.97,37.82
2023-09-01,PLA02,PROD019,1307.73,1235.52,1.0584,38969.98,22.85
2023-09-01,PLA03,PROD019,1375.7,1067.04,1.2893,45402.65,30.94
2023-09-01,PLA01,PROD020,1641.34,1603.8,1.0234,46985.51,6.73
2023-09-01,PLA02,PROD020,1197.79,1045.44,1.1457,32637.82,22.5
2023-09-01,PLA03,PROD020,933.39,902.88,1.0338,26749.34,22.45
2023-09-01,PLA01,PROD021,2603.18,1798.2,1.35,110523.19,25.32
2023-09-01,PLA02,PROD021,1512.62,1172.16,1.2905,66680.67,12.56
2023-09-01,PLA03,PROD021,1492.52,1012.32,1.35,63702.58,9.69
2023-09-01,PLA01,PROD022,2805.09,1701.0,1.35,110755.66,55.4
2023-09-01,PLA02,PROD022,1856.73,1108.8,1.35,73472.87,41.87
2023-09-01,PLA03,PROD022,1524.26,957.6,1.35,60299.64,27.93
2023-09-01,PLA01,PROD023,1872.88,1263.6,1.35,64029.19,33.37
2023-09-01,PLA02,PROD023,1259.79,823.68,1.35,41588.68,23.88
2023-09-01,PLA03,PROD023,1062.19,711.36,1.35,38095.03,15.41
2023-09-01,PLA01,PROD024,1057.33,923.4,1.145,36875.02,29.16
2023-09-01,PLA02,PROD024,718.82,601.92,1.1942,24604.0,7.96
2023-09-01,PLA03,PROD024,559.08,519.84,1.0755,19031.71,14.78
2023-09-01,PLA01,PROD032,1663.37,194.4,1.35,60763.01,29.38
2023-09-01,PLA02,PROD032,1244.76,126.72,1.35,45795.89,22.46
2023-09-01,PLA03,PROD032,1037.6,109.44,1.35,37952.13,21.0
2023-10-01,PLA01,PROD001,30789.21,3280.5,1.35,677002.43,194.27
2023-10-01,PLA02,PROD001,21515.0,2138.4,1.35,496493.72,519.72
2023-10-01,PLA03,PROD001,17847.72,1846.8,1.35,382429.11,424.59
2023-10-01,PLA01,PROD002,26634.06,3645.0,1.35,592306.08,617.65
2023-10-01,PLA02,PROD002,18714.6,2376.0,1.35,396269.45,470.47
2023-10-01,PLA03,PROD002,16000.38,2052.0,1.35,356107.01,144.43
2023-10-01,PLA01,PROD003,20608.28,2551.5,1.35,543440.76,450.81
2023-10-01,PLA02,PROD003,11957.06,1663.2,1.35,323658.74,135.49
2023-10-01,PLA03,PROD003,11090.93,1436.4,1.35,295746.2,300.94
2023-10-01,PLA01,PROD004,16407.28,2138.4,1.35,417367.17,203.05
2023-10-01,PLA02,PROD004,10808.29,1393.92,1.35,292117.96,221.39
2023-10-01,PLA03,PROD004,10363.96,1203.84,1.35,258181.96,162.7
2023-10-01,PLA01,PROD005,20715.49,1701.0,1.35,544118.87,160.54
2023-10-01,PLA02,PROD005,14155.31,1108.8,1.35,365541.12,235.06
2023-10-01,PLA03,PROD005,9506.15,957.6,1.35,265804.3,252.57
2023-10-01,PLA01,PROD006,20029.06,2235.6,1.35,397273.12,514.15
2023-10-01,PLA02,PROD006,14417.95,1457.28,1.35,272048.89,106.83
2023-10-01,PLA03,PROD006,10840.77,1258.56,1.35,225550.39,237.86
2023-10-01,PLA01,PROD007,11910.37,1215.0,1.35,282822.48,128.79
2023-10-01,PLA02,PROD007,8093.92,792.0,1.35,215705.15,145.95
2023-10-01,PLA03,PROD007,6653.29,684.0,1.35,160842.33,184.5
2023-10-01,PLA01,PROD008,14577.88,1749.6,1.35,300155.9,342.13
